Local time,Open,High,Low,Close,Volume
2020-09-17,1939.478,1955.435,1932.745,1951.835,60511989.652899995
2020-09-18,1951.855,1959.898,1944.985,1949.718,44504654.5266
2020-09-21,1953.148,1954.798,1882.375,1911.518,82967062.4136
2020-09-22,1911.568,1917.458,1892.628,1892.958,75702076.614
2020-09-23,1892.938,1894.865,1853.448,1855.975,99353270.1732
2020-09-24,1855.955,1876.988,1848.635,1869.008,81027954.8765
2020-09-25,1869.008,1875.075,1852.298,1860.998,62114915.0133
2020-09-28,1861.068,1887.158,1848.455,1882.808,64794319.8085
2020-09-29,1882.828,1899.235,1875.308,1889.178,62875875.652
2020-09-30,1889.178,1902.115,1881.238,1892.298,67802020.0134
2020-10-01,1892.318,1912.028,1891.068,1894.425,68995155.6923
2020-10-02,1894.425,1916.975,1889.638,1898.868,54798800.2898
2020-10-05,1892.608,1918.575,1886.898,1911.905,51478869.7958
2020-10-06,1911.908,1921.018,1872.748,1882.758,67122296.9296
2020-10-07,1882.758,1897.898,1879.078,1885.198,50161199.8677
2020-10-08,1885.198,1912.788,1881.938,1910.768,51304870.2778
2020-10-09,1910.748,1930.325,1905.548,1929.618,47701595.7236
2020-10-13,1911.355,1924.998,1882.395,1895.948,67538211.82259999
2020-10-14,1895.965,1912.828,1891.778,1898.148,54610319.9721
2020-10-15,1898.198,1910.588,1889.438,1905.818,56709220.1713
2020-10-16,1905.858,1913.808,1897.658,1898.968,40832480.4303
2020-10-19,1900.945,1918.338,1894.618,1900.908,50909779.6084
2020-10-20,1900.878,1920.345,1897.418,1917.608,49837204.9329
2020-10-21,1917.608,1931.298,1910.585,1913.638,53996669.8288
2020-10-22,1913.638,1920.278,1894.208,1906.328,50144460.7377
2020-10-23,1906.328,1914.108,1894.198,1901.258,39206690.1325
2020-10-26,1898.178,1910.218,1894.785,1907.518,51920230.2696
2020-10-27,1907.518,1911.348,1897.718,1906.625,45753789.9614
2020-10-28,1906.615,1910.768,1869.208,1881.685,70792300.582
2020-10-29,1881.685,1884.858,1859.868,1876.068,69098580.2412
2020-10-30,1876.078,1889.698,1866.578,1878.438,59303919.7325
2020-11-02,1880.378,1898.508,1880.298,1891.615,59917069.7334
2020-11-03,1891.668,1916.228,1880.635,1898.755,67143689.7519
2020-11-04,1898.678,1912.088,1886.985,1906.158,65217343.39
2020-11-05,1906.195,1952.648,1905.395,1936.778,80398453.1163
2020-11-06,1936.768,1960.198,1936.228,1950.298,53318020.94
2020-11-09,1962.448,1965.415,1850.398,1883.518,93661967.635
2020-11-10,1883.508,1890.238,1867.335,1879.908,70817583.6206
2020-11-12,1869.845,1883.698,1863.098,1877.178,58159280.0617
2020-11-13,1877.168,1896.658,1875.668,1888.288,44614444.1961
2020-11-16,1895.568,1895.948,1864.498,1888.398,60251866.9365
2020-11-17,1888.397,1893.325,1875.548,1879.358,55483185.828
2020-11-18,1879.368,1884.718,1863.508,1866.778,61618752.599
2020-11-19,1866.778,1868.148,1852.568,1867.525,58442289.4121
2020-11-20,1867.535,1879.618,1861.0,1870.318,41644859.6716
2020-11-23,1873.545,1876.038,1821.188,1824.355,66602494.7761
2020-11-24,1824.625,1832.855,1799.988,1804.528,69639490.30680001
2020-11-25,1804.588,1817.578,1802.535,1810.578,52086539.5962
2020-11-27,1807.72,1811.368,1774.218,1786.648,38091613.1734
2020-11-30,1769.818,1787.038,1764.518,1784.138,56698929.8164
2020-12-01,1784.138,1817.178,1783.585,1809.388,56443152.7256
2020-12-02,1809.408,1837.158,1807.405,1835.885,50118258.1186
2020-12-03,1835.928,1844.688,1823.648,1840.638,52244375.0798
2020-12-04,1840.638,1848.088,1828.988,1838.208,50229390.7405
2020-12-07,1838.848,1871.718,1821.808,1870.018,49495047.3309
2020-12-08,1870.018,1875.168,1855.538,1860.385,44488430.5897
2020-12-09,1860.375,1866.065,1825.363,1840.058,57311644.9713
2020-12-10,1840.078,1849.958,1828.528,1837.408,48062989.4136
2020-12-11,1837.408,1847.648,1823.843,1838.998,36306419.9685
2020-12-14,1835.755,1838.918,1818.268,1835.695,44317519.9629
2020-12-15,1835.705,1858.258,1834.848,1856.815,40364317.2981
2020-12-16,1856.798,1868.515,1844.663,1868.265,58099219.7692
2020-12-17,1868.255,1896.118,1866.038,1884.695,55846511.9601
2020-12-18,1884.695,1889.538,1877.275,1880.838,38676859.8558
2020-12-21,1899.755,1906.638,1854.955,1880.605,74703735.32180001
2020-12-22,1880.595,1881.385,1858.845,1866.758,56763363.8383
2020-12-23,1866.758,1879.888,1856.938,1875.198,47926090.9854
2020-12-24,1875.298,1883.465,1869.378,1879.125,18477079.9279
2020-12-28,1894.568,1896.378,1869.018,1877.115,45375615.0009
2020-12-29,1877.105,1886.278,1871.595,1885.368,38921664.3868
2020-12-30,1885.318,1899.808,1875.965,1888.725,34512629.6878
2020-12-31,1888.695,1900.88,1885.308,1897.765,25129199.7435
2021-01-04,1922.595,1945.495,1918.984,1939.555,55783632.8447
2021-01-05,1939.555,1955.178,1936.828,1944.518,52730550.2294
2021-01-06,1944.578,1959.225,1900.755,1917.668,70103887.0809
2021-01-07,1917.568,1927.518,1906.4,1909.208,54996899.7239
2021-01-08,1909.215,1911.585,1828.038,1848.508,69015853.7627
2021-01-11,1834.035,1855.346,1828.968,1850.655,61748556.882
2021-01-12,1850.615,1863.738,1836.558,1859.598,56125978.8574
2021-01-13,1859.598,1862.595,1828.518,1840.145,58928854.1673
2021-01-14,1840.155,1857.392,1835.988,1853.178,50300020.2478
2021-01-15,1853.178,1856.848,1823.235,1827.478,50818907.4992
2021-01-19,1839.575,1850.765,1832.843,1849.418,54466529.7866
2021-01-20,1849.408,1872.585,1832.272,1870.858,70752424.5382
2021-01-21,1870.858,1874.915,1858.131,1863.855,67640410.1251
2021-01-22,1863.855,1863.855,1837.195,1855.198,57972895.0858
2021-01-25,1854.315,1867.735,1847.025,1856.325,72477368.8315
2021-01-26,1856.335,1859.885,1843.268,1847.325,65430064.7972
2021-01-27,1847.317,1853.096,1831.227,1837.055,83379273.0568
2021-01-28,1837.045,1863.915,1833.985,1842.708,94873844.1467
2021-01-29,1842.708,1875.522,1841.425,1847.048,97292629.9573
2021-02-01,1860.267,1871.636,1852.625,1853.985,108306855.5594
2021-02-02,1853.985,1857.056,1829.317,1840.458,96472099.4233
2021-02-03,1840.458,1842.745,1820.998,1822.215,75076854.7657
2021-02-04,1822.215,1827.048,1784.888,1795.158,84892812.4308
2021-02-05,1795.174,1815.016,1793.325,1814.048,62176045.5372
2021-02-08,1810.635,1843.138,1807.665,1841.095,73817075.7293
2021-02-09,1841.105,1848.47,1831.945,1843.815,74078272.0446
2021-02-10,1843.815,1855.232,1833.895,1835.622,65481512.9635
2021-02-11,1835.632,1847.402,1819.128,1822.382,58475095.6893
2021-02-12,1822.392,1830.615,1810.395,1823.648,52238809.9435
2021-02-16,1824.375,1825.518,1786.455,1792.855,80883148.3124
2021-02-17,1792.825,1793.805,1769.418,1782.605,82790355.44409999
2021-02-18,1782.625,1789.465,1760.44,1767.745,80915284.5145
2021-02-19,1767.735,1791.405,1767.625,1783.398,69849145.6508
2021-02-22,1784.695,1815.875,1784.685,1812.565,83472800.2548
2021-02-23,1812.545,1814.585,1795.425,1809.105,84861579.2991
2021-02-24,1809.115,1810.135,1783.445,1797.875,88966039.8961
2021-02-25,1797.865,1801.165,1765.001,1767.815,125387221.9326
2021-02-26,1767.825,1769.975,1717.09,1733.188,94924925.9234
2021-03-01,1749.765,1759.715,1707.066,1713.306,99856549.0245
2021-03-02,1713.306,1740.446,1710.606,1735.135,74999790.25129999
2021-03-03,1735.135,1735.845,1701.797,1714.935,88229989.8267
2021-03-04,1714.935,1723.104,1687.194,1691.995,107481169.9391
2021-03-05,1691.995,1707.669,1687.138,1699.398,74755014.5386
2021-03-08,1707.655,1709.405,1676.696,1687.475,86535179.4959
2021-03-09,1687.475,1720.469,1687.078,1712.974,80280100.1072
2021-03-10,1712.974,1734.508,1708.141,1732.118,77226118.6242
2021-03-11,1732.118,1739.735,1716.744,1718.758,79173420.6677
2021-03-12,1718.808,1729.158,1699.078,1726.958,64564225.6736
2021-03-15,1727.715,1734.418,1721.554,1733.479,66750175.3567
2021-03-16,1733.458,1741.147,1726.114,1735.778,60380379.796
2021-03-17,1735.777,1755.408,1724.018,1748.878,80775980.2938
2021-03-18,1748.898,1752.764,1719.115,1731.604,82913364.6487
2021-03-19,1731.604,1746.538,1730.0,1744.858,65575729.9662
2021-03-22,1740.506,1742.988,1727.238,1735.585,73042409.7181
2021-03-23,1735.585,1742.378,1723.624,1731.608,76971076.3694
2021-03-24,1731.598,1739.049,1727.068,1735.248,67275754.5707
2021-03-25,1735.258,1745.388,1721.589,1724.815,83165064.4539
2021-03-26,1724.785,1736.648,1721.498,1731.808,56222599.8045
2021-03-29,1729.305,1729.705,1704.605,1707.305,63511880.4575
2021-03-30,1707.298,1708.448,1677.788,1679.385,79847795.3074
2021-03-31,1679.325,1715.258,1678.485,1712.728,70222800.0761
2021-04-01,1712.718,1730.465,1710.035,1728.805,53050264.6567
2021-04-02,1728.805,1728.805,1728.805,1728.805,0.0
2021-04-05,1724.845,1735.338,1721.148,1733.348,50195823.3713
2021-04-06,1733.348,1745.318,1727.658,1738.145,60255650.2222
2021-04-07,1738.145,1743.095,1730.518,1738.538,55953829.3483
2021-04-08,1738.528,1758.565,1738.528,1753.058,56407634.6753
2021-04-09,1753.068,1753.495,1731.168,1743.028,51729963.0044
2021-04-12,1738.565,1744.938,1727.318,1731.665,62005537.1523
2021-04-13,1731.665,1749.218,1723.578,1743.818,66891319.8708
2021-04-14,1743.808,1748.788,1732.505,1738.338,64969265.4015
2021-04-15,1738.338,1769.525,1737.709,1763.105,69438825.369
2021-04-16,1763.115,1783.748,1761.435,1775.748,57615972.8168
2021-04-19,1777.178,1789.968,1765.488,1773.168,71948595.8217
2021-04-20,1773.198,1784.608,1763.505,1781.948,70613529.9204
2021-04-21,1781.945,1797.748,1777.638,1793.298,69618874.5799
2021-04-22,1793.348,1794.688,1777.328,1785.938,77319855.95809999
2021-04-23,1785.978,1795.858,1769.865,1776.818,61271264.7319
2021-04-26,1780.978,1783.978,1768.617,1779.728,65107678.1751
2021-04-27,1779.758,1785.458,1766.325,1771.758,67433709.4427
2021-04-28,1771.758,1789.875,1762.498,1784.468,75848698.1395
2021-04-29,1784.488,1785.767,1756.028,1766.208,80190288.0667
2021-04-30,1766.198,1773.178,1764.108,1768.428,61677075.5052
2021-05-03,1774.748,1797.798,1772.228,1789.635,63696195.3642
2021-05-04,1789.635,1798.878,1770.638,1782.615,82189785.0036
2021-05-05,1782.615,1790.065,1770.228,1789.668,80076649.9343
2021-05-06,1789.668,1822.158,1787.788,1820.428,73087771.2967
2021-05-07,1820.418,1843.175,1817.158,1830.618,83442180.8721
2021-05-10,1832.468,1845.296,1831.258,1834.668,94214179.5754
2021-05-11,1834.555,1841.718,1817.875,1826.968,89142896.0561
2021-05-12,1826.938,1843.598,1813.145,1817.226,111376119.4943
2021-05-13,1817.226,1828.678,1808.656,1822.378,104215223.5507
2021-05-14,1822.305,1845.85,1821.955,1842.688,70332314.5508
2021-05-17,1851.258,1873.755,1843.928,1868.078,76630011.5586
2021-05-18,1868.058,1874.848,1863.105,1868.595,57221702.1584
2021-05-19,1868.585,1890.022,1852.095,1875.678,67394344.7471
2021-05-20,1875.678,1883.758,1865.105,1874.368,47907042.9205
2021-05-21,1874.358,1889.228,1869.998,1880.898,41047734.7971
2021-05-24,1883.395,1886.225,1872.614,1879.148,54593870.0436
2021-05-25,1879.134,1907.638,1873.208,1905.248,75851860.4637
2021-05-26,1905.248,1912.648,1890.588,1896.458,74277455.3298
2021-05-27,1896.504,1903.478,1888.188,1893.625,81832205.3255
2021-05-28,1893.615,1905.798,1882.135,1902.648,51373385.0122
2021-06-01,1911.388,1916.485,1892.265,1897.865,59918276.6079
2021-06-02,1897.865,1909.498,1894.228,1904.928,50360935.0322
2021-06-03,1904.878,1904.928,1855.315,1869.998,73169670.5818
2021-06-04,1869.998,1896.098,1865.488,1890.708,53657365.2327
2021-06-07,1887.208,1903.238,1881.415,1895.868,55307959.7949
2021-06-08,1895.858,1903.688,1883.618,1894.358,61151845.187
2021-06-09,1894.358,1898.918,1884.138,1887.178,55362607.5986
2021-06-10,1887.144,1900.818,1869.668,1899.0,67113266.4681
2021-06-11,1899.0,1902.948,1874.378,1877.048,50498403.132
2021-06-14,1865.298,1869.728,1844.478,1863.508,60820225.2986
2021-06-15,1863.388,1869.068,1851.478,1857.775,54385374.9038
2021-06-16,1857.775,1862.928,1803.268,1822.238,75323179.4836
2021-06-17,1822.098,1822.188,1767.128,1785.718,98003534.2573
2021-06-21,1774.448,1789.995,1766.378,1788.838,78730974.79360001
2021-06-22,1788.898,1789.078,1772.228,1781.498,50152800.5601
2021-06-23,1781.578,1794.838,1773.208,1775.798,46252170.0266
2021-06-24,1775.798,1787.848,1772.778,1777.638,32510615.1998
2021-06-25,1777.618,1790.268,1775.638,1780.938,27354230.0761
2021-06-28,1779.138,1785.718,1773.255,1775.038,33330462.873
2021-06-29,1775.028,1778.818,1750.488,1761.008,35231950.0146
2021-06-30,1760.988,1776.048,1753.228,1775.885,35183499.694
2021-07-01,1775.855,1782.678,1768.218,1778.738,35023525.1485
2021-07-02,1778.738,1794.928,1774.108,1786.978,31062794.7152
2021-07-06,1797.418,1814.918,1789.938,1800.918,38246055.0964
2021-07-07,1800.878,1809.648,1796.268,1797.368,35791940.3018
2021-07-08,1797.338,1818.288,1794.177,1805.118,39053644.8362
2021-07-09,1805.118,1812.298,1796.558,1807.838,26311189.6813
2021-07-12,1802.878,1812.598,1791.375,1809.308,32962116.9866
2021-07-13,1809.338,1817.061,1798.508,1812.498,39621495.4553
2021-07-14,1812.488,1829.678,1809.688,1825.478,37188455.0156
2021-07-15,1825.448,1833.976,1820.13,1827.318,34076239.0791
2021-07-16,1827.338,1827.808,1808.868,1811.548,29651720.1065
2021-07-19,1812.968,1819.038,1794.865,1817.208,45502575.0995
2021-07-20,1817.238,1824.898,1804.948,1808.525,37801274.8656
2021-07-21,1808.478,1813.658,1794.608,1798.438,32931620.1061
2021-07-22,1798.428,1808.448,1792.648,1803.008,36023310.0652
2021-07-23,1802.988,1810.218,1789.407,1801.698,28159390.3453
2021-07-26,1806.558,1811.398,1794.565,1799.198,33670887.7683
2021-07-27,1799.208,1807.308,1793.488,1806.158,32054175.0195
2021-07-28,1806.138,1817.408,1792.418,1814.908,34632264.8822
2021-07-29,1814.908,1832.59,1814.388,1828.465,32657960.3254
2021-07-30,1828.448,1831.248,1810.138,1813.398,22649625.212
2021-08-02,1811.976,1819.418,1805.638,1810.725,32796174.9433
2021-08-03,1810.705,1814.908,1807.018,1813.017,24038889.855
2021-08-04,1813.008,1831.605,1806.325,1810.948,31729189.7838
2021-08-05,1810.908,1814.748,1797.708,1800.978,28410649.9258
2021-08-06,1800.897,1801.998,1758.578,1762.568,30725006.0438
2021-08-09,1737.978,1752.498,1723.658,1737.225,38608870.0294
2021-08-10,1737.215,1738.158,1717.598,1733.738,31607815.8318
2021-08-11,1733.788,1754.288,1728.908,1750.528,31692766.9943
2021-08-12,1750.538,1758.038,1741.478,1755.078,28375049.904
2021-08-13,1755.108,1779.848,1754.368,1779.218,25483679.7118
2021-08-16,1776.718,1789.198,1770.699,1785.828,35327494.8895
2021-08-17,1785.858,1795.437,1780.448,1790.178,31398034.5728
2021-08-18,1790.178,1793.638,1774.358,1779.898,29771689.1469
2021-08-19,1779.878,1792.368,1775.558,1785.148,32901454.8063
2021-08-20,1785.148,1788.281,1778.268,1780.458,25827450.2456
2021-08-23,1786.838,1806.378,1784.198,1801.168,27541951.7756
2021-08-24,1801.128,1809.465,1793.438,1794.768,27750174.1052
2021-08-25,1794.748,1797.668,1782.448,1787.758,26875204.9208
2021-08-26,1787.798,1799.148,1779.928,1798.058,31086159.691299997
2021-08-27,1798.038,1819.225,1783.798,1816.158,29456545.1442
2021-08-30,1814.958,1818.098,1807.618,1815.768,20848751.9175
2021-08-31,1815.738,1819.075,1801.598,1815.178,28368269.831
2021-09-01,1815.108,1819.905,1808.575,1811.078,24280908.0783
2021-09-02,1811.048,1817.004,1804.885,1812.448,23432735.1004
2021-09-03,1812.428,1833.908,1810.538,1827.288,27279829.7403
2021-09-07,1823.085,1823.268,1792.298,1797.988,34938690.0515
2021-09-08,1798.008,1802.074,1782.254,1788.188,37255080.402
2021-09-09,1788.188,1800.877,1783.717,1798.058,29913552.0754
2021-09-10,1798.075,1803.754,1786.978,1787.048,31109905.3026
2021-09-13,1792.234,1798.264,1785.144,1790.985,36000441.1492
2021-09-14,1790.985,1808.558,1780.285,1803.404,42107911.5271
2021-09-15,1803.385,1806.798,1790.658,1791.278,34010769.9334
2021-09-16,1791.238,1792.098,1745.218,1757.914,39523015.3799
2021-09-17,1757.914,1767.417,1747.258,1753.488,31132229.7155
2021-09-20,1746.194,1767.048,1744.964,1761.824,35130680.084
2021-09-21,1761.778,1781.658,1757.838,1777.514,40033525.1392
2021-09-22,1777.514,1787.188,1760.668,1764.088,39265955.3289
2021-09-23,1764.078,1776.459,1737.768,1752.178,40540069.7887
2021-09-24,1752.148,1757.557,1740.338,1749.878,31051470.071
2021-09-27,1759.164,1760.628,1744.764,1749.714,43234104.8123
2021-09-28,1749.704,1751.768,1728.008,1740.455,51695989.6386
2021-09-29,1740.455,1745.418,1721.548,1732.858,50905769.8548
2021-09-30,1732.796,1764.086,1722.098,1753.918,52324705.6007
2021-10-01,1753.918,1764.178,1749.655,1760.098,42906155.0797
2021-10-04,1758.678,1770.475,1747.608,1759.848,51475134.9687
2021-10-05,1759.868,1762.928,1748.488,1755.468,42929975.8674
2021-10-06,1755.538,1765.015,1745.77,1760.025,49044260.3231
2021-10-07,1760.025,1766.848,1751.838,1759.188,39359775.1856
2021-10-08,1759.178,1781.228,1754.265,1756.608,33670296.2518
2021-10-12,1758.318,1769.238,1753.865,1761.948,39607460.0515
2021-10-13,1761.928,1796.064,1757.829,1788.538,49385375.2019
2021-10-14,1788.508,1800.458,1788.198,1794.988,33943870.0527
2021-10-15,1794.998,1795.214,1764.748,1766.658,34294294.8342
2021-10-18,1767.644,1774.904,1760.184,1774.664,45004890.278000005
2021-10-19,1774.665,1785.038,1766.744,1773.978,43640966.9517
2021-10-20,1773.984,1789.368,1773.218,1786.286,43117064.9531
2021-10-21,1786.286,1787.998,1776.374,1787.008,45542390.5702
2021-10-22,1787.028,1813.748,1782.788,1791.628,47392009.4071
2021-10-25,1798.338,1809.974,1795.938,1803.134,41364244.7295
2021-10-26,1803.134,1806.448,1782.288,1789.048,37381325.1855
2021-10-27,1789.048,1803.128,1783.374,1798.678,39867274.9698
2021-10-28,1798.674,1810.344,1792.198,1796.848,48827419.8772
2021-10-29,1796.844,1799.062,1771.848,1782.988,40275744.7958
2021-11-01,1784.288,1795.738,1780.884,1791.068,34385390.3115
2021-11-02,1791.058,1796.288,1779.168,1783.118,29668739.7509
2021-11-03,1783.108,1785.548,1758.644,1775.004,35881849.7954
2021-11-04,1775.004,1798.804,1770.664,1792.764,41498880.0287
2021-11-05,1792.794,1818.128,1784.894,1817.588,37323065.0426
2021-11-08,1819.878,1827.088,1812.313,1823.518,35693685.0545
2021-11-09,1823.518,1832.633,1819.043,1826.373,52746095.0613
2021-11-10,1826.283,1868.458,1822.168,1849.138,45947075.5161
2021-11-12,1857.224,1868.568,1845.088,1864.448,30348909.7059
2021-11-15,1858.844,1870.468,1856.318,1865.564,38034260.1536
2021-11-16,1865.558,1877.118,1849.328,1854.054,41678345.4415
2021-11-17,1854.054,1870.814,1851.904,1865.944,35527730.1668
2021-11-18,1865.944,1869.638,1854.948,1862.518,41466255.1882
2021-11-19,1862.434,1865.668,1842.869,1845.175,50172479.808400005
2021-11-22,1847.178,1848.508,1802.144,1807.719,45446415.1859
2021-11-23,1807.719,1809.779,1781.859,1793.558,45126749.8732
2021-11-24,1793.538,1796.285,1778.398,1791.778,36418585.1515
2021-11-26,1797.018,1815.408,1780.358,1792.665,32248604.834
2021-11-29,1792.819,1799.258,1781.008,1788.508,36273189.7236
2021-11-30,1788.518,1808.618,1769.758,1779.348,52362760.0669
2021-12-01,1779.278,1794.41,1776.368,1776.575,45506485.1047
2021-12-02,1776.635,1781.148,1761.815,1772.198,44032261.1925
2021-12-03,1772.178,1785.998,1766.02,1782.788,45184014.6186
2021-12-06,1781.738,1786.008,1775.587,1777.685,40912350.3268
2021-12-07,1777.685,1790.418,1772.168,1789.238,54034069.419
2021-12-08,1789.218,1792.998,1779.478,1785.775,31530017.7934
2021-12-09,1785.765,1787.505,1773.138,1777.955,31812626.0936
2021-12-10,1777.915,1789.398,1769.968,1782.288,26950489.6702
2021-12-13,1786.218,1791.455,1781.698,1785.775,34106619.8051
2021-12-14,1785.828,1788.328,1766.358,1770.608,35497810.065799996
2021-12-15,1770.578,1784.178,1752.928,1781.755,44793514.6093
2021-12-16,1781.788,1804.248,1780.878,1802.575,40840263.1281
2021-12-17,1802.495,1814.148,1795.758,1797.708,26063750.2373
2021-12-20,1801.308,1804.058,1788.188,1792.008,40650955.0212
2021-12-21,1792.008,1800.438,1784.838,1788.635,32698343.0089
2021-12-22,1788.615,1808.378,1785.795,1806.325,31250138.6105
2021-12-23,1806.325,1810.629,1798.778,1808.355,23403389.9307
2021-12-27,1809.218,1813.388,1802.855,1809.908,24079599.8277
2021-12-28,1809.918,1820.099,1803.918,1805.705,24155164.957
2021-12-29,1805.735,1807.318,1789.348,1800.598,27058369.9643
2021-12-30,1800.598,1818.864,1796.058,1817.388,23728045.7916
2022-01-03,1825.038,1827.414,1798.189,1803.318,38589405.2683
2022-01-04,1803.335,1816.688,1798.388,1814.888,36213383.9727
2022-01-05,1814.888,1829.584,1805.058,1805.278,43725935.2207
2022-01-06,1805.408,1807.398,1786.288,1792.478,48151425.0339
2022-01-07,1792.528,1798.515,1782.495,1795.808,35771115.303
2022-01-10,1792.318,1807.768,1790.235,1806.628,42268710.0172
2022-01-11,1806.628,1823.228,1801.638,1818.068,39896190.405
2022-01-12,1818.048,1827.984,1814.578,1825.838,39414459.8243
2022-01-13,1825.838,1828.058,1812.228,1825.874,37734120.1902
2022-01-14,1825.874,1829.048,1814.578,1817.418,34000225.1268
2022-01-18,1817.868,1820.048,1805.658,1811.648,52594957.4709
2022-01-19,1811.608,1843.978,1811.208,1839.728,47832960.0096
2022-01-20,1839.728,1847.804,1835.808,1841.328,49248261.5113
2022-01-21,1841.311,1843.108,1828.384,1834.328,43323369.6221
2022-01-24,1837.758,1844.208,1829.558,1841.868,63254030.3469
2022-01-25,1841.888,1853.748,1834.838,1847.298,49751180.2912
2022-01-26,1847.314,1848.568,1812.908,1815.688,59893957.8535
2022-01-27,1815.708,1816.774,1791.678,1798.448,57002349.9727
2022-01-28,1798.468,1798.745,1780.158,1791.028,48159048.6169
2022-01-31,1787.138,1799.805,1785.935,1799.318,44833165.1391
2022-02-01,1799.298,1808.638,1797.208,1797.425,39030263.3046
2022-02-02,1797.475,1810.718,1794.358,1806.438,40532604.1579
2022-02-03,1806.438,1807.895,1788.538,1806.455,56479209.125
2022-02-04,1806.455,1814.798,1792.018,1807.558,48178828.2991
2022-02-07,1810.408,1823.458,1808.638,1821.298,70159549.5344
2022-02-08,1821.268,1828.664,1815.314,1827.158,53464490.2942
2022-02-09,1827.184,1835.708,1824.538,1833.988,42844030.0822
2022-02-10,1834.028,1841.838,1821.534,1824.088,65236060.0234
2022-02-11,1824.088,1865.378,1820.838,1857.898,59149365.1868
2022-02-14,1851.718,1878.928,1850.698,1877.278,73256230.0563
2022-02-15,1877.278,1879.378,1844.398,1852.768,55662779.8973
2022-02-16,1852.768,1876.204,1851.338,1873.805,56428476.9294
2022-02-17,1873.805,1902.358,1870.371,1890.318,70438239.694
2022-02-18,1890.318,1899.886,1886.478,1897.768,46843040.228
2022-02-22,1907.688,1913.308,1891.268,1896.868,65737900.4361
2022-02-23,1896.868,1949.003,1889.548,1935.533,72041530.311
2022-02-24,1935.523,1974.398,1877.938,1912.048,101037663.1022
2022-02-25,1912.058,1921.198,1882.828,1888.528,61186320.1856
2022-02-28,1911.088,1918.158,1890.768,1905.398,76994069.5763
2022-03-01,1905.398,1950.078,1904.458,1936.213,91077606.976
2022-03-02,1936.208,1947.788,1913.738,1924.461,80066236.4961
2022-03-03,1924.459,1950.903,1921.906,1938.956,87564769.8344
2022-03-04,1938.96,1970.648,1933.918,1969.848,76386269.0925
2022-03-07,1989.568,2002.518,1960.878,1991.088,81220056.5338
2022-03-08,1991.108,2070.358,1989.048,2051.518,90278910.6371
2022-03-09,2051.488,2057.121,1970.508,1977.648,70329473.5552
2022-03-10,1977.648,2009.062,1974.208,1987.888,51798595.2795
2022-03-11,1987.888,1994.842,1958.438,1988.248,35800715.0588
2022-03-14,1975.468,1978.468,1939.465,1942.088,39154743.0157
2022-03-15,1942.058,1942.248,1906.948,1917.938,46054839.8496
2022-03-16,1917.928,1938.138,1894.948,1936.228,49615566.5218
2022-03-17,1936.218,1949.748,1926.708,1935.008,39677820.176
2022-03-18,1934.998,1940.713,1917.798,1921.198,27535160.0051
2022-03-21,1926.318,1941.168,1917.858,1936.558,32705530.0177
2022-03-22,1936.558,1938.268,1910.508,1921.718,36815550.1185
2022-03-23,1921.748,1948.479,1916.888,1938.733,34738293.9755
2022-03-24,1938.733,1966.083,1937.278,1960.741,39888230.0854
2022-03-25,1960.741,1962.408,1942.998,1957.688,41938929.975
2022-03-28,1944.498,1945.523,1916.838,1925.063,57256163.627
2022-03-29,1925.048,1925.398,1889.998,1923.513,58837099.3136
2022-03-30,1923.508,1938.428,1917.108,1924.978,44620940.5065
2022-03-31,1924.928,1949.723,1918.988,1938.053,48352349.8773
2022-04-01,1938.053,1939.358,1917.908,1924.778,34676999.9862
2022-04-04,1918.853,1936.878,1915.328,1928.488,39128739.9231
2022-04-05,1928.478,1944.463,1916.543,1923.768,43210479.6768
2022-04-06,1923.808,1933.348,1915.038,1922.177,53325139.8503
2022-04-07,1922.175,1937.708,1920.378,1930.772,56975969.4934
2022-04-08,1930.738,1948.088,1927.548,1947.138,35664499.879
2022-04-11,1942.742,1969.558,1939.882,1958.908,50496842.1757
2022-04-12,1959.008,1978.508,1949.518,1969.738,47230669.9452
2022-04-13,1969.738,1981.482,1965.593,1973.544,47484930.1577
2022-04-14,1973.544,1979.728,1960.412,1973.218,39641820.0134
2022-04-15,1973.218,1973.218,1973.218,1973.218,0.0
2022-04-18,1984.738,1998.268,1974.728,1978.562,44125514.6264
2022-04-19,1978.558,1981.848,1942.558,1943.928,57198360.0854
2022-04-20,1943.932,1958.208,1939.16,1951.268,50788200.3189
2022-04-21,1951.268,1953.932,1936.632,1950.338,52492130.1604
2022-04-22,1950.338,1955.482,1926.458,1930.708,51091480.1359
2022-04-25,1923.988,1924.323,1891.373,1902.173,61950359.762
2022-04-26,1902.178,1911.108,1895.608,1899.013,51201200.0679
2022-04-27,1898.968,1906.898,1877.498,1878.828,58091100.0074
2022-04-28,1878.818,1905.738,1871.938,1904.228,56438899.4576
2022-04-29,1904.228,1919.838,1894.373,1895.748,48208409.7266
2022-05-02,1888.428,1888.438,1854.468,1862.493,49558029.9198
2022-05-03,1862.468,1877.998,1850.308,1864.578,45066544.1154
2022-05-04,1864.538,1903.263,1861.298,1901.103,52212869.1674
2022-05-05,1901.108,1909.633,1866.001,1876.794,62721591.2938
2022-05-06,1876.806,1892.373,1872.946,1883.148,45791730.1358
2022-05-09,1874.848,1876.128,1851.558,1864.208,55892690.301
2022-05-10,1864.208,1865.278,1831.838,1836.338,53158540.0104
2022-05-11,1836.203,1858.708,1834.898,1852.908,55861099.7498
