Price,Adj Close,Close,High,Low,Open,Volume,Returns,signal,RSI,RSI Signal,MACD,MACD Signal,Short EMA,Long EMA,EMA Signal,Combined Signal,Strategy Returns,Cumulative Strategy,Tech Signal,Cumulative Buy & Hold,Cumulative Buy & Hold (%),Cumulative Strategy (%),Portfolio Value (Buy & Hold),Portfolio Value (Strategy),gold_trend,gold_etf_trend,gold_momentum,gold_etf_momentum
Ticker,GLD,GLD,GLD,GLD,GLD,GLD,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-31,215.3000030517578,215.3000030517578,217.9600067138672,214.64999389648438,217.77000427246094,5617200,-0.00586417430627717,0.0,,0,,,,,0,0.0,-0.0,0.9518190022524737,0,0.958763828787361,-4.123617121263901,-4.818099774752627,958.763828787361,951.8190022524738,56,23,0.0,1.0
2024-06-03,217.22000122070312,217.22000122070312,217.82000732421875,215.5399932861328,215.9199981689453,6172600,0.008917780500373507,0.0,,0,,,,,0,0.0,0.0,0.9518190022524737,0,0.9673138741641844,-3.268612583581565,-4.818099774752627,967.3138741641843,951.8190022524738,58,27,0.0,11.0
2024-06-04,215.27000427246094,215.27000427246094,216.24000549316406,214.1999969482422,216.24000549316406,5509400,-0.008977059834655465,0.0,,0,,,,,0,0.0,-0.0,0.9518190022524737,0,0.9586302396369201,-4.136976036307994,-4.818099774752627,958.6302396369201,951.8190022524738,54,20,-4.0,-7.0
2024-06-05,217.82000732421875,217.82000732421875,218.0800018310547,215.92999267578125,216.69000244140625,5479200,0.011845603201319,1.0,,0,,,,,0,1.0,0.0,0.9518190022524737,0,0.9699857930724444,-3.001420692755563,-4.818099774752627,969.9857930724444,951.8190022524738,56,18,2.0,-2.0
2024-06-06,219.42999267578125,219.42999267578125,219.97000122070312,218.10000610351562,218.36000061035156,5283900,0.007391356612921562,-1.0,,0,,,,,0,-1.0,0.007391356612921562,0.9588542359290769,0,0.9771553039785104,-2.284469602148964,-4.114576407092308,977.1553039785103,958.8542359290769,54,23,-2.0,5.0
2024-06-07,211.60000610351562,211.60000610351562,215.19000244140625,211.5399932861328,215.07000732421875,12195100,-0.03568330143379639,0.0,,0,,,,,0,0.0,0.03568330143379639,0.9930693206608066,0,0.9422871767190122,-5.771282328098781,-0.6930679339193446,942.2871767190122,993.0693206608065,57,24,3.0,1.0
2024-06-10,213.5399932861328,213.5399932861328,214.02000427246094,212.75999450683594,213.1300048828125,4219600,0.009168181127878317,0.0,,0,,,,,0,0.0,0.0,0.9930693206608066,0,0.9509262362296492,-4.907376377035078,-0.6930679339193446,950.9262362296492,993.0693206608065,59,26,-2.0,12.0
2024-06-11,214.14999389648438,214.14999389648438,214.3800048828125,213.24000549316406,213.9499969482422,4004100,0.0028566106093961263,0.0,,0,,,,,0,0.0,0.0,0.9930693206608066,0,0.953642662204816,-4.635733779518403,-0.6930679339193446,953.642662204816,993.0693206608065,55,20,-4.0,-6.0
2024-06-12,214.72000122070312,214.72000122070312,216.5500030517578,214.1999969482422,216.47000122070312,5911900,0.0026617200115086614,1.0,,0,,,,,0,1.0,0.0,0.9930693206608066,0,0.956180991962635,-4.381900803736505,-0.6930679339193446,956.180991962635,993.0693206608065,56,23,1.0,3.0
2024-06-13,212.97000122070312,212.97000122070312,214.9600067138672,212.25999450683594,214.44000244140625,5861100,-0.008150148984962247,-1.0,,0,,,,,0,-1.0,-0.008150148984962247,0.9849756577450257,0,0.9483879744215505,-5.1612025578449465,-1.5024342254974288,948.3879744215506,984.9756577450257,55,23,-1.0,0.0
2024-06-14,215.72999572753906,215.72999572753906,216.0399932861328,214.97999572753906,215.33999633789062,7076500,0.012959545903254766,0.0,,0,,,,,0,0.0,-0.012959545903254766,0.9722108204948905,0,0.9606786519101614,-3.932134808983856,-2.7789179505109507,960.6786519101614,972.2108204948905,55,23,0.0,0.0
2024-06-17,214.61000061035156,214.61000061035156,215.24000549316406,213.60000610351562,214.89999389648438,3877700,-0.005191652247571676,0.0,,0,,,,,0,0.0,-0.0,0.9722108204948905,0,0.955691142427778,-4.430885757222203,-2.7789179505109507,955.691142427778,972.2108204948905,53,18,0.0,6.0
2024-06-18,215.47000122070312,215.47000122070312,215.8300018310547,214.0399932861328,214.3800048828125,4921400,0.004007271832187298,0.0,,0,,,,,0,0.0,0.0,0.9722108204948905,0,0.9595208566230997,-4.047914337690028,-2.7789179505109507,959.5208566230997,972.2108204948905,54,23,1.0,5.0
2024-06-20,218.16000366210938,218.16000366210938,218.74000549316406,216.14999389648438,216.32000732421875,7290500,0.012484347826456466,1.0,,0,,,,,0,1.0,0.0,0.9722108204948905,0,0.9714998487439219,-2.8500151256078077,-2.7789179505109507,971.4998487439219,972.2108204948905,52,24,-1.0,3.0
2024-06-21,214.77999877929688,214.77999877929688,217.89999389648438,214.25999450683594,217.8300018310547,8935400,-0.015493238109986152,0.0,,0,,,,,0,0.0,-0.015493238109986152,0.9571481267598582,0,0.9564481702635168,-4.355182973648319,-4.285187324014183,956.4481702635168,957.1481267598582,54,19,2.0,-5.0
2024-06-24,215.6300048828125,215.6300048828125,215.94000244140625,215.1999969482422,215.5500030517578,4626900,0.003957566385821121,0.0,,0,,,,,0,0.0,0.0,0.9571481267598582,0,0.9602333773919318,-3.976662260806818,-4.285187324014183,960.2333773919319,957.1481267598582,53,23,-2.0,7.0
2024-06-25,214.55999755859375,214.55999755859375,215.30999755859375,214.1199951171875,214.9600067138672,3847700,-0.004962237629221655,0.0,,0,,,,,0,0.0,-0.0,0.9571481267598582,0,0.955468471193803,-4.4531528806197045,-4.285187324014183,955.468471193803,957.1481267598582,51,17,-2.0,-6.0
2024-06-26,212.5800018310547,212.5800018310547,213.11000061035156,212.1199951171875,212.38999938964844,4690300,-0.009228168111804491,1.0,,0,,,,,0,1.0,-0.0,0.9571481267598582,0,0.9466512475160977,-5.334875248390225,-4.285187324014183,946.6512475160978,957.1481267598582,51,19,0.0,2.0
2024-06-27,214.99000549316406,214.99000549316406,215.5,214.4499969482422,214.7100067138672,4977800,0.011336925587312363,-1.0,,0,,,,,0,-1.0,0.011336925587312363,0.9679992438489701,0,0.9573833622663241,-4.2616637733675855,-3.200075615102993,957.3833622663242,967.9992438489701,51,22,0.0,3.0
2024-06-28,215.00999450683594,215.00999450683594,215.80999755859375,214.82000732421875,215.63999938964844,3955100,9.297647872519299e-05,0.0,,0,,,,,0,0.0,-9.297647872519299e-05,0.9679092426878684,0,0.9574723764001377,-4.252762359986228,-3.2090757312131624,957.4723764001377,967.9092426878684,53,16,2.0,-6.0
2024-07-01,215.57000732421875,215.57000732421875,216.0,214.49000549316406,215.25,3797900,0.002604589701363791,0.0,,0,,,,,0,0.0,0.0,0.9679092426878684,0,0.9599661990910499,-4.003380090895014,-3.2090757312131624,959.9661990910498,967.9092426878684,52,22,-1.0,9.0
2024-07-02,215.55999755859375,215.55999755859375,216.0800018310547,214.6199951171875,215.3300018310547,4921700,-4.643394389247657e-05,0.0,,0,,,,,0,0.0,-0.0,0.9679092426878684,0,0.9599216240744226,-4.007837592557739,-3.2090757312131624,959.9216240744227,967.9092426878684,52,19,0.0,-3.0
2024-07-03,217.99000549316406,217.99000549316406,218.74000549316406,217.3300018310547,217.33999633789062,5055300,0.011273000380832565,1.0,,0,,,,,0,1.0,0.0,0.9679092426878684,0,0.970742820908183,-2.925717909181702,-3.2090757312131624,970.742820908183,967.9092426878684,53,23,1.0,4.0
2024-07-05,220.92999267578125,220.92999267578125,221.27999877929688,219.5800018310547,219.5800018310547,5950600,0.013486798057397165,0.0,,0,,,,,0,0.0,0.013486798057397165,0.9809632391818879,0,0.9838350332994397,-1.6164966700560335,-1.903676081811212,983.8350332994397,980.9632391818878,53,23,2.0,4.0
2024-07-08,218.19000244140625,218.19000244140625,220.0399932861328,217.41000366210938,219.63999938964844,5790800,-0.012402074526820739,0.0,,0,,,,,0,0.0,-0.0,0.9809632391818879,0,0.9716334378943629,-2.836656210563715,-1.903676081811212,971.6334378943628,980.9632391818878,53,22,0.0,5.0
2024-07-09,218.55999755859375,218.55999755859375,219.2899932861328,217.27000427246094,218.57000732421875,3901500,0.0016957473442755777,0.0,,0,,,,,0,0.0,0.0,0.9809632391818879,0,0.9732810827162816,-2.6718917283718446,-1.903676081811212,973.2810827162815,980.9632391818878,53,18,0.0,-4.0
2024-07-10,219.36000061035156,219.36000061035156,220.7100067138672,219.16000366210938,220.13999938964844,5556200,0.0036603361122538036,0.0,,0,,,,,0,0.0,0.0,0.9809632391818879,0,0.9768436186107214,-2.3156381389278557,-1.903676081811212,976.8436186107215,980.9632391818878,53,24,0.0,6.0
2024-07-11,223.25,223.25,224.14999389648438,221.47999572753906,222.64999389648438,9322000,0.017733403441032136,0.0,,0,,,,,0,0.0,0.0,0.9809632391818879,0,0.9941663805983431,-0.5833619401656942,-1.903676081811212,994.166380598343,980.9632391818878,55,24,2.0,0.0
2024-07-12,223.11000061035156,223.11000061035156,223.6199951171875,221.86000061035156,222.02999877929688,5179300,-0.0006270969301161999,1.0,,0,,,,,0,1.0,-0.0,0.9809632391818879,0,0.9935429419130452,-0.6457058086954848,-1.903676081811212,993.5429419130452,980.9632391818878,54,24,-1.0,0.0
2024-07-15,223.8300018310547,223.8300018310547,225.58999633789062,223.02000427246094,223.38999938964844,5719300,0.0032271131671974818,0.0,,0,,,,,0,0.0,0.0032271131671974818,0.9841289185675884,0,0.9967492174230689,-0.32507825769311216,-1.587108143241156,996.7492174230689,984.1289185675885,54,22,0.0,5.0
2024-07-16,228.2899932861328,228.2899932861328,228.2899932861328,225.3000030517578,225.4499969482422,11070700,0.019925798233449088,0.0,,0,,,,,0,0.0,0.0,0.9841289185675884,0,1.0166102412187892,1.661024121878918,-1.587108143241156,1016.6102412187892,984.1289185675885,57,28,3.0,6.0
2024-07-17,227.22999572753906,227.22999572753906,229.64999389648438,226.6699981689453,228.7899932861328,8620500,-0.004643206403117217,0.0,,0,,,,,0,0.0,-0.0,0.9841289185675884,0,1.0118899100372876,1.1889910037287565,-1.587108143241156,1011.8899100372876,984.1289185675885,58,26,1.0,-2.0
2024-07-18,225.77999877929688,225.77999877929688,228.32000732421875,225.57000732421875,227.7100067138672,5485500,-0.006381186355259194,1.0,,0,,,,,0,1.0,-0.0,0.9841289185675884,0,1.0054328519503333,0.5432851950333273,-1.587108143241156,1005.4328519503333,984.1289185675885,58,29,0.0,3.0
2024-07-19,221.72999572753906,221.72999572753906,222.67999267578125,221.41000366210938,221.52000427246094,8666000,-0.017937829186174925,0.0,,0,,,,,0,0.0,-0.017937829186174925,0.966475782129148,0,0.9873975691938794,-1.2602430806120557,-3.3524217870852024,987.3975691938795,966.475782129148,58,26,0.0,-3.0
2024-07-22,221.8000030517578,221.8000030517578,221.9199981689453,220.39999389648438,221.5800018310547,5334100,0.00031573231212611574,0.0,,0,,,,,0,0.0,0.0,0.966475782129148,0,0.9877093225113888,-1.2290677488611235,-3.3524217870852024,987.7093225113888,966.475782129148,57,26,-3.0,9.0
2024-07-23,222.5800018310547,222.5800018310547,222.75,221.86000061035156,222.33999633789062,4435700,0.003516676143213937,0.0,,0,,,,,0,0.0,0.0,0.966475782129148,0,0.9911827763222946,-0.8817223677705432,-3.3524217870852024,991.1827763222946,966.475782129148,83,41,26.0,15.0
2024-07-24,221.8000030517578,221.8000030517578,224.8800048828125,221.74000549316406,223.47000122070312,6838800,-0.0035043524704835294,1.0,,0,,,,,0,1.0,-0.0,0.966475782129148,0,0.9877093225113888,-1.2290677488611235,-3.3524217870852024,987.7093225113888,966.475782129148,77,43,-6.0,2.0
2024-07-25,218.3300018310547,218.3300018310547,219.25999450683594,217.52000427246094,219.02000427246094,9777100,-0.01564473026582147,2.0,,0,,,,,0,2.0,-0.01564473026582147,0.9513555292092886,0,0.9722568765796609,-2.7743123420339133,-4.864447079071144,972.2568765796609,951.3555292092885,85,47,8.0,4.0
2024-07-26,220.6300048828125,220.6300048828125,221.0399932861328,219.6999969482422,219.9600067138672,6328800,0.010534525866662925,-1.0,,0,,,,,0,-1.0,0.02106905173332585,0.9713996880709846,0,0.9824991417950302,-1.7500858204969827,-2.8600311929015354,982.4991417950301,971.3996880709847,83,42,-2.0,-5.0
2024-07-29,220.32000732421875,220.32000732421875,221.5500030517578,219.0500030517578,221.25999450683594,4665100,-0.0014050562105476505,1.0,,0,,,,,0,1.0,0.0014050562105476505,0.9727645592356329,0,0.9811186752739933,-1.8881324726006676,-2.7235440764367125,981.1186752739933,972.7645592356329,86,36,-1.0,7.0
2024-07-30,222.52000427246094,222.52000427246094,222.9199981689453,220.36000061035156,221.41000366210938,4939500,0.009985461488319247,1.0,,0,,,,,0,1.0,0.009985461488319247,0.9824780622790822,0,0.9909155980214126,-0.9084401978587398,-1.7521937720917813,990.9155980214126,982.4780622790822,87,37,1.0,1.0
2024-07-31,226.5500030517578,226.5500030517578,226.60000610351562,223.63999938964844,223.72999572753906,7316600,0.018110725786084414,1.0,,0,,,,,0,1.0,0.018110725786084414,1.0002714530558623,0,1.0088617986943322,0.8861798694332235,0.027145305586229185,1008.8617986943323,1000.2714530558623,80,34,-7.0,-3.0
2024-08-01,225.77000427246094,225.77000427246094,227.57000732421875,225.0500030517578,226.74000549316406,7217200,-0.003442943141866439,0.0,,0,,,,,0,0.0,-0.003442943141866439,0.9968275753165589,0,1.0053883448834264,0.5388344883426432,-0.3172424683441144,1005.3883448834264,996.8275753165589,81,31,1.0,-3.0
2024-08-02,225.33999633789062,225.33999633789062,228.75999450683594,222.8699951171875,227.9499969482422,11109400,-0.0019046282784819235,-1.0,,0,,,,,0,-1.0,-0.0,0.9968275753165589,0,1.0034734538109054,0.3473453810905358,-0.3172424683441144,1003.4734538109053,996.8275753165589,79,34,-2.0,3.0
2024-08-05,222.47999572753906,222.47999572753906,223.10000610351562,220.24000549316406,220.55999755859375,8939000,-0.012691935106198704,0.0,,0,,,,,0,0.0,0.012691935106198704,1.009479246214546,0,0.9907374338543443,-0.9262566145655682,0.94792462145461,990.7374338543443,1009.4792462145462,90,57,-3.0,33.0
2024-08-06,220.6999969482422,220.6999969482422,222.13999938964844,220.11000061035156,221.5,14362300,-0.008000713832612472,0.0,,0,,,,,0,0.0,-0.0,1.009479246214546,0,0.9828108271628189,-1.7189172837181133,0.94792462145461,982.8108271628189,1009.4792462145462,83,34,-7.0,-23.0
2024-08-07,220.5500030517578,220.5500030517578,222.30999755859375,220.35000610351562,221.94000244140625,5287800,-0.0006796279952806517,1.0,,0,,,,,0,1.0,-0.0,1.009479246214546,0,0.9821428814106141,-1.7857118589385879,0.94792462145461,982.1428814106141,1009.4792462145462,80,33,-3.0,-1.0
2024-08-08,224.00999450683594,224.00999450683594,224.25,222.52000427246094,222.72999572753906,6327100,0.015688013635013043,-2.0,,0,,,,,0,-2.0,0.015688013635013043,1.0253159703934225,0,0.9975507523257149,-0.24492476742851155,2.5315970393422482,997.5507523257149,1025.3159703934225,92,27,12.0,-6.0
2024-08-09,224.55999755859375,224.55999755859375,225.27999877929688,223.82000732421875,224.82000732421875,4441000,0.0024552612171107047,0.0,,0,,,,,0,0.0,-0.004910522434221409,1.0202811333186401,0,0.9999999999999998,-2.220446049250313e-14,2.028113331864012,999.9999999999998,1020.2811333186402,100,28,8.0,1.0
2024-08-12,228.41000366210938,228.41000366210938,228.5399932861328,225.97000122070312,226.13999938964844,5561300,0.017144665770273848,0.0,,0,,,,,0,0.0,0.0,1.0202811333186401,0,1.0171446657702736,1.7144665770273626,2.028113331864012,1017.1446657702736,1020.2811333186402,77,28,-23.0,10.0
2024-08-13,228.05999755859375,228.05999755859375,228.8699951171875,227.58999633789062,228.07000732421875,6740200,-0.001532358906807807,0.0,,0,,,,,0,0.0,-0.0,1.0202811333186401,0,1.0155860350821686,1.5586035082168603,2.028113331864012,1015.5860350821686,1020.2811333186402,71,28,-6.0,0.0
2024-08-14,226.1999969482422,226.1999969482422,227.47999572753906,225.35000610351562,226.5500030517578,5462500,-0.008155751250824572,0.0,,0,,,,,0,0.0,-0.0,1.0202811333186401,0,1.0073031680062272,0.7303168006227212,2.028113331864012,1007.3031680062272,1020.2811333186402,66,25,-5.0,-3.0
2024-08-15,226.91000366210938,226.91000366210938,227.5,225.1199951171875,226.50999450683594,5273300,0.0031388449312386157,-1.0,,0,,,,,0,-1.0,0.0,1.0202811333186401,0,1.010464936449344,1.0464936449344098,2.028113331864012,1010.4649364493441,1020.2811333186402,64,24,-2.0,-1.0
2024-08-16,231.99000549316406,231.99000549316406,232.02000427246094,229.00999450683594,229.99000549316406,11924500,0.02238773852658915,0.0,,0,,,,,0,0.0,-0.02238773852658915,0.9974393460822903,0,1.0330869612368585,3.3086961236858503,-0.25606539177096543,1033.0869612368585,997.4393460822904,66,27,2.0,3.0
2024-08-19,231.61000061035156,231.61000061035156,231.77999877929688,229.74000549316406,230.14999389648438,5164800,-0.0016380226467286318,0.0,,0,,,,,0,0.0,-0.0,0.9974393460822903,0,1.0313947413983124,3.1394741398312442,-0.25606539177096543,1031.3947413983124,997.4393460822904,61,31,-7.0,11.0
2024-08-20,232.4600067138672,232.4600067138672,234.00999450683594,231.1300048828125,233.7100067138672,9073600,0.0036699887797402297,0.0,,0,,,,,0,0.0,0.0,0.9974393460822903,0,1.0351799485267272,3.5179948526727234,-0.25606539177096543,1035.1799485267272,997.4393460822904,65,39,4.0,8.0
2024-08-21,232.14999389648438,232.14999389648438,232.8699951171875,230.47999572753906,231.69000244140625,5337400,-0.0013336178629832496,0.0,,0,,,,,0,0.0,-0.0,0.9974393460822903,0,1.0337994140559699,3.3799414055969867,-0.25606539177096543,1033.79941405597,997.4393460822904,63,28,-2.0,-11.0
2024-08-22,229.3699951171875,229.3699951171875,230.3800048828125,228.25999450683594,230.35000610351562,5765400,-0.011975011209935604,1.0,,0,,,,,0,1.0,-0.0,0.9974393460822903,0,1.0214196544838248,2.141965448382477,-0.25606539177096543,1021.4196544838247,997.4393460822904,63,31,0.0,3.0
2024-08-23,232.02000427246094,232.02000427246094,232.72999572753906,230.52000427246094,231.0399932861328,5418200,0.011553425520716143,-1.0,,0,,,,,0,-1.0,0.011553425520716143,1.008963187278684,0,1.0332205503872993,3.322055038729932,0.8963187278683948,1033.2205503872992,1008.9631872786839,61,28,-2.0,-3.0
2024-08-26,232.75999450683594,232.75999450683594,233.5,232.05999755859375,233.4499969482422,3151400,0.0031893380775307456,0.0,,0,,,,,0,0.0,-0.0031893380775307456,1.0057452625666692,0,1.0365158400311367,3.6515840031136726,0.5745262566669185,1036.5158400311368,1005.7452625666692,63,25,2.0,6.0
2024-08-27,233.38999938964844,233.38999938964844,233.47000122070312,231.57000732421875,231.69000244140625,4435600,0.002706671669018279,0.0,,0,,,,,0,0.0,0.0,1.0057452625666692,0,1.0393213480898378,3.932134808983778,0.5745262566669185,1039.3213480898378,1005.7452625666692,59,28,-4.0,3.0
2024-08-28,231.75,231.75,232.02000427246094,230.72999572753906,232.0,4961500,-0.007026862307456638,1.0,,0,,,,,0,1.0,-0.0,1.0057452625666692,0,1.0320181800836103,3.201818008361035,0.5745262566669185,1032.0181800836103,1005.7452625666692,57,24,-2.0,-4.0
2024-08-29,232.9499969482422,232.9499969482422,233.61000061035156,231.9199981689453,231.9499969482422,5524200,0.005177980359189593,0.0,,0,,,,,0,0.0,0.005177980359189593,1.0109529917825875,0,1.0373619499504099,3.7361949950409867,1.0952991782587462,1037.3619499504098,1010.9529917825874,55,25,-2.0,1.0
2024-08-30,231.2899932861328,231.2899932861328,232.86000061035156,230.5500030517578,232.52999877929688,5743000,-0.0071260085162319076,0.0,,0,,,,,0,0.0,-0.0,1.0109529917825875,0,1.0299696998606482,2.9969699860648236,1.0952991782587462,1029.9696998606482,1010.9529917825874,60,27,5.0,2.0
2024-09-03,230.2899932861328,230.2899932861328,230.5399932861328,228.52000427246094,230.3800048828125,6417900,-0.0043235765879541255,0.0,,0,,,,,0,0.0,-0.0,1.0109529917825875,0,1.0255165469800287,2.55165469800287,1.0952991782587462,1025.5165469800288,1010.9529917825874,57,27,-1.0,1.0
2024-09-04,230.42999267578125,230.42999267578125,231.05999755859375,229.3800048828125,229.7899932861328,4696000,0.000607926500195255,1.0,,0,,,,,0,1.0,0.0,1.0109529917825875,0,1.0261399856653266,2.6139985665326604,1.0952991782587462,1026.1399856653265,1010.9529917825874,57,28,0.0,1.0
2024-09-05,232.35000610351562,232.35000610351562,232.88999938964844,231.3300018310547,232.72000122070312,4838100,0.008332306942507639,0.0,,0,,,,,0,0.0,0.008332306942507639,1.0193765624145663,0,1.0346900989918706,3.469009899187059,1.9376562414566312,1034.6900989918706,1019.3765624145664,56,22,-1.0,-6.0
2024-09-06,230.6300048828125,230.6300048828125,232.75999450683594,229.6199951171875,231.8300018310547,6315800,-0.007402630408956501,0.0,,0,,,,,0,0.0,-0.0,1.0193765624145663,0,1.027030670601227,2.7030670601227103,1.9376562414566312,1027.030670601227,1019.3765624145664,57,22,1.0,0.0
2024-09-09,231.60000610351562,231.60000610351562,231.6199951171875,230.38999938964844,231.25999450683594,3548800,0.004205876079289794,-1.0,,0,,,,,0,-1.0,0.0,1.0193765624145663,0,1.0313502343314058,3.1350234331405824,1.9376562414566312,1031.3502343314058,1019.3765624145664,56,21,-5.0,1.0
2024-09-10,232.6199951171875,232.6199951171875,232.74000549316406,231.1199951171875,232.38999938964844,4378300,0.004404097525005923,0.0,,0,,,,,0,0.0,-0.004404097525005923,1.0148871286189873,0,1.035892401345839,3.5892401345839042,1.4887128618987333,1035.892401345839,1014.8871286189874,54,20,-2.0,-1.0
2024-09-11,232.25,232.25,232.8699951171875,231.08999633789062,231.72000122070312,4637300,-0.001590555949419148,0.0,,0,,,,,0,0.0,-0.0,1.0148871286189873,0,1.0342447565239203,3.424475652392034,1.4887128618987333,1034.2447565239204,1014.8871286189874,54,21,0.0,1.0
2024-09-12,236.3300018310547,236.3300018310547,236.4499969482422,234.4199981689453,234.6300048828125,9945000,0.017567284525531468,0.0,,0,,,,,0,0.0,0.0,1.0148871286189873,0,1.052413628430815,5.2413628430814985,1.4887128618987333,1052.413628430815,1014.8871286189874,56,27,2.0,6.0
2024-09-13,238.67999267578125,238.67999267578125,238.97999572753906,237.75999450683594,238.1300048828125,7455100,0.009943683944142245,0.0,,0,,,,,0,0.0,0.0,1.0148871286189873,0,1.062878496930439,6.287849693043901,1.4887128618987333,1062.878496930439,1014.8871286189874,60,32,4.0,5.0
2024-09-16,238.66000366210938,238.66000366210938,239.27999877929688,238.0500030517578,238.72999572753906,4713500,-8.374817448153493e-05,1.0,,0,,,,,0,1.0,-0.0,1.0148871286189873,0,1.0627894827966253,6.278948279662533,1.4887128618987333,1062.7894827966254,1014.8871286189874,61,31,4.0,9.0
2024-09-17,237.33999633789062,237.33999633789062,238.60000610351562,236.61000061035156,238.0800018310547,5257100,-0.0055309113549146804,0.0,,0,,,,,0,0.0,-0.0055309113549146804,1.0092738778753518,0,1.0569112883783416,5.6911288378341585,0.9273877875351833,1056.9112883783416,1009.2738778753518,57,27,-4.0,-4.0
2024-09-18,235.50999450683594,235.50999450683594,240.2899932861328,235.3000030517578,238.19000244140625,11081100,-0.007710465405288858,1.0,,0,,,,,0,1.0,-0.0,1.0092738778753518,0,1.048762010452841,4.876201045284101,0.9273877875351833,1048.762010452841,1009.2738778753518,62,30,5.0,3.0
2024-09-19,239.1699981689453,239.1699981689453,239.52000427246094,237.38999938964844,238.24000549316406,6108200,0.01554075728197235,0.0,,0,,,,,0,0.0,0.01554075728197235,1.0249587582424478,0,1.065060566303842,6.506056630384194,2.4958758242447754,1065.0605663038418,1024.9587582424479,58,31,-4.0,1.0
2024-09-20,242.2100067138672,242.2100067138672,242.6300048828125,240.47000122070312,241.11000061035156,7737400,0.012710660066880486,0.0,,0,,,,,0,0.0,0.0,1.0249587582424478,0,1.0785981891127694,7.859818911276939,2.4958758242447754,1078.5981891127694,1024.9587582424479,60,28,2.0,-3.0
2024-09-23,242.67999267578125,242.67999267578125,243.4600067138672,242.58999633789062,242.97000122070312,5426200,0.0019404068737312041,0.0,,0,,,,,0,0.0,0.0,1.0249587582424478,0,1.0806911084529178,8.069110845291782,2.4958758242447754,1080.691108452918,1024.9587582424479,61,35,2.0,17.0
2024-09-24,246.07000732421875,246.07000732421875,246.19000244140625,243.14999389648438,243.38999938964844,8386300,0.01396907347432852,0.0,,0,,,,,0,0.0,0.0,1.0249587582424478,0,1.09578736194995,9.578736194995008,2.4958758242447754,1095.78736194995,1024.9587582424479,63,33,2.0,-2.0
2024-09-25,245.72999572753906,245.72999572753906,246.47000122070312,244.7899932861328,246.19000244140625,7393400,-0.001381767735031958,1.0,,0,,,,,0,1.0,-0.0,1.0249587582424478,0,1.094273238328752,9.427323832875189,2.4958758242447754,1094.2732383287519,1024.9587582424479,61,41,-2.0,8.0
